popularity,budget,revenue,original_title,cast,director,runtime,release_date,vote_count,vote_average,release_year,new_split
0.66,70000000,39041505,Agora,Rachel Weisz|Max Minghella|Oscar Isaac|Ashraf Barhom|Michael Lonsdale,Alejandro AmenÃ¡bar,127,2009-05-17,238,6.6,2009,Drama
0.66,70000000,39041505,Agora,Rachel Weisz|Max Minghella|Oscar Isaac|Ashraf Barhom|Michael Lonsdale,Alejandro AmenÃ¡bar,127,2009-05-17,238,6.6,2009,History
0.65,8000000,10629321,The Boondock Saints II: All Saints Day,"Sean Patrick Flanery|Norman Reedus|Billy Connolly|Clifton Collins, Jr.|Julie Benz",Troy Duffy,118,2009-11-24,151,5.9,2009,Action
0.65,8000000,10629321,The Boondock Saints II: All Saints Day,"Sean Patrick Flanery|Norman Reedus|Billy Connolly|Clifton Collins, Jr.|Julie Benz",Troy Duffy,118,2009-11-24,151,5.9,2009,Thriller
0.65,8000000,10629321,The Boondock Saints II: All Saints Day,"Sean Patrick Flanery|Norman Reedus|Billy Connolly|Clifton Collins, Jr.|Julie Benz",Troy Duffy,118,2009-11-24,151,5.9,2009,Crime
0.64,25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,Nicolas Cage|Eva Mendes|Val Kilmer|Fairuza Balk|Shawn Hatosy,Werner Herzog,122,2009-09-11,157,5.8,2009,Drama
0.64,25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,Nicolas Cage|Eva Mendes|Val Kilmer|Fairuza Balk|Shawn Hatosy,Werner Herzog,122,2009-09-11,157,5.8,2009,Crime
0.64,30000000,61808775,The Imaginarium of Doctor Parnassus,Christopher Plummer|Heath Ledger|Johnny Depp|Jude Law|Colin Farrell,Terry Gilliam,123,2009-10-01,502,6.2,2009,Adventure
0.64,30000000,61808775,The Imaginarium of Doctor Parnassus,Christopher Plummer|Heath Ledger|Johnny Depp|Jude Law|Colin Farrell,Terry Gilliam,123,2009-10-01,502,6.2,2009,Fantasy
0.64,30000000,61808775,The Imaginarium of Doctor Parnassus,Christopher Plummer|Heath Ledger|Johnny Depp|Jude Law|Colin Farrell,Terry Gilliam,123,2009-10-01,502,6.2,2009,Mystery
0.64,20000000,1017401,Horsemen,"Dennis Quaid|Zhang Ziyi|Lou Taylor Pucci|Clifton Collins, Jr.|Barry Shabaka Henley",Jonas Ã…kerlund,90,2009-02-06,63,6.0,2009,Crime
0.64,20000000,1017401,Horsemen,"Dennis Quaid|Zhang Ziyi|Lou Taylor Pucci|Clifton Collins, Jr.|Barry Shabaka Henley",Jonas Ã…kerlund,90,2009-02-06,63,6.0,2009,Drama
0.64,20000000,1017401,Horsemen,"Dennis Quaid|Zhang Ziyi|Lou Taylor Pucci|Clifton Collins, Jr.|Barry Shabaka Henley",Jonas Ã…kerlund,90,2009-02-06,63,6.0,2009,Horror
0.64,20000000,1017401,Horsemen,"Dennis Quaid|Zhang Ziyi|Lou Taylor Pucci|Clifton Collins, Jr.|Barry Shabaka Henley",Jonas Ã…kerlund,90,2009-02-06,63,6.0,2009,Mystery
0.64,20000000,1017401,Horsemen,"Dennis Quaid|Zhang Ziyi|Lou Taylor Pucci|Clifton Collins, Jr.|Barry Shabaka Henley",Jonas Ã…kerlund,90,2009-02-06,63,6.0,2009,Thriller
0.63,20000000,22942221,Armored,Columbus Short|Laurence Fishburne|Skeet Ulrich|Amaury Nolasco|Matt Dillon,NimrÃ³d Antal,88,2009-12-04,117,5.6,2009,Action
0.63,20000000,22942221,Armored,Columbus Short|Laurence Fishburne|Skeet Ulrich|Amaury Nolasco|Matt Dillon,NimrÃ³d Antal,88,2009-12-04,117,5.6,2009,Crime
0.63,20000000,22942221,Armored,Columbus Short|Laurence Fishburne|Skeet Ulrich|Amaury Nolasco|Matt Dillon,NimrÃ³d Antal,88,2009-12-04,117,5.6,2009,Drama
0.63,20000000,22942221,Armored,Columbus Short|Laurence Fishburne|Skeet Ulrich|Amaury Nolasco|Matt Dillon,NimrÃ³d Antal,88,2009-12-04,117,5.6,2009,Thriller
0.61,40000000,28169671,Cirque du Freak: The Vampire's Assistant,John C. Reilly|Josh Hutcherson|Chris Massoglia|Patrick Fugit|Salma Hayek,Paul Weitz,109,2009-10-23,218,5.5,2009,Adventure
0.61,40000000,28169671,Cirque du Freak: The Vampire's Assistant,John C. Reilly|Josh Hutcherson|Chris Massoglia|Patrick Fugit|Salma Hayek,Paul Weitz,109,2009-10-23,218,5.5,2009,Fantasy
0.61,40000000,28169671,Cirque du Freak: The Vampire's Assistant,John C. Reilly|Josh Hutcherson|Chris Massoglia|Patrick Fugit|Salma Hayek,Paul Weitz,109,2009-10-23,218,5.5,2009,Action
0.61,40000000,28169671,Cirque du Freak: The Vampire's Assistant,John C. Reilly|Josh Hutcherson|Chris Massoglia|Patrick Fugit|Salma Hayek,Paul Weitz,109,2009-10-23,218,5.5,2009,Thriller
0.61,9000000,985117,Leaves of Grass,Susan Sarandon|Richard Dreyfuss|Keri Russell|Melanie Lynskey|Edward Norton,Tim Blake Nelson,104,2009-09-13,67,5.6,2009,Comedy
0.61,9000000,985117,Leaves of Grass,Susan Sarandon|Richard Dreyfuss|Keri Russell|Melanie Lynskey|Edward Norton,Tim Blake Nelson,104,2009-09-13,67,5.6,2009,Crime
0.61,9000000,985117,Leaves of Grass,Susan Sarandon|Richard Dreyfuss|Keri Russell|Melanie Lynskey|Edward Norton,Tim Blake Nelson,104,2009-09-13,67,5.6,2009,Drama
0.61,9000000,985117,Leaves of Grass,Susan Sarandon|Richard Dreyfuss|Keri Russell|Melanie Lynskey|Edward Norton,Tim Blake Nelson,104,2009-09-13,67,5.6,2009,Thriller
0.61,7500000,26096852,An Education,Carey Mulligan|Olivia Williams|Peter Sarsgaard|Alfred Molina|Cara Seymour,Lone Scherfig,100,2009-10-29,234,6.8,2009,Drama
0.61,7500000,26096852,An Education,Carey Mulligan|Olivia Williams|Peter Sarsgaard|Alfred Molina|Cara Seymour,Lone Scherfig,100,2009-10-29,234,6.8,2009,Romance
0.6,75000000,61458982,Funny People,Adam Sandler|Seth Rogen|Leslie Mann|Eric Bana|Jonah Hill,Judd Apatow,146,2009-07-31,213,5.5,2009,Comedy
0.6,75000000,61458982,Funny People,Adam Sandler|Seth Rogen|Leslie Mann|Eric Bana|Jonah Hill,Judd Apatow,146,2009-07-31,213,5.5,2009,Drama
0.6,25000000,163670000,Up in the Air,George Clooney|Vera Farmiga|Anna Kendrick|Jason Bateman|Melanie Lynskey,Jason Reitman,109,2009-09-05,751,6.6,2009,Drama
0.6,25000000,163670000,Up in the Air,George Clooney|Vera Farmiga|Anna Kendrick|Jason Bateman|Melanie Lynskey,Jason Reitman,109,2009-09-05,751,6.6,2009,Romance
0.6,65000000,44091067,Astro Boy,Nicolas Cage|Kristen Bell|Bill Nighy|Donald Sutherland|Freddie Highmore,David Bowers,94,2009-10-15,284,6.0,2009,Animation
0.6,65000000,44091067,Astro Boy,Nicolas Cage|Kristen Bell|Bill Nighy|Donald Sutherland|Freddie Highmore,David Bowers,94,2009-10-15,284,6.0,2009,Action
0.6,65000000,44091067,Astro Boy,Nicolas Cage|Kristen Bell|Bill Nighy|Donald Sutherland|Freddie Highmore,David Bowers,94,2009-10-15,284,6.0,2009,Family
0.6,65000000,44091067,Astro Boy,Nicolas Cage|Kristen Bell|Bill Nighy|Donald Sutherland|Freddie Highmore,David Bowers,94,2009-10-15,284,6.0,2009,Science Fiction
0.6,50000000,60161391,The International,Clive Owen|Naomi Watts|Armin Mueller-Stahl|Ulrich Thomsen|BrÃ­an F. O'Byrne,Tom Tykwer,118,2009-02-03,207,5.8,2009,Drama
0.6,50000000,60161391,The International,Clive Owen|Naomi Watts|Armin Mueller-Stahl|Ulrich Thomsen|BrÃ­an F. O'Byrne,Tom Tykwer,118,2009-02-03,207,5.8,2009,Thriller
0.6,50000000,60161391,The International,Clive Owen|Naomi Watts|Armin Mueller-Stahl|Ulrich Thomsen|BrÃ­an F. O'Byrne,Tom Tykwer,118,2009-02-03,207,5.8,2009,Crime
0.58,14000000,875386,Universal Soldier: Regeneration,Jean-Claude Van Damme|Dolph Lundgren|Andrei Arlovski|Mike Pyle|Corey Johnson,John Hyams,97,2009-10-01,64,5.3,2009,Adventure
0.58,14000000,875386,Universal Soldier: Regeneration,Jean-Claude Van Damme|Dolph Lundgren|Andrei Arlovski|Mike Pyle|Corey Johnson,John Hyams,97,2009-10-01,64,5.3,2009,Action
0.58,14000000,875386,Universal Soldier: Regeneration,Jean-Claude Van Damme|Dolph Lundgren|Andrei Arlovski|Mike Pyle|Corey Johnson,John Hyams,97,2009-10-01,64,5.3,2009,Science Fiction
0.58,14000000,875386,Universal Soldier: Regeneration,Jean-Claude Van Damme|Dolph Lundgren|Andrei Arlovski|Mike Pyle|Corey Johnson,John Hyams,97,2009-10-01,64,5.3,2009,Thriller
0.58,85000000,363164265,Fast & Furious,Vin Diesel|Paul Walker|Jordana Brewster|Michelle Rodriguez|John Ortiz,Justin Lin,107,2009-04-02,1661,6.4,2009,Action
0.58,85000000,363164265,Fast & Furious,Vin Diesel|Paul Walker|Jordana Brewster|Michelle Rodriguez|John Ortiz,Justin Lin,107,2009-04-02,1661,6.4,2009,Crime
0.58,85000000,363164265,Fast & Furious,Vin Diesel|Paul Walker|Jordana Brewster|Michelle Rodriguez|John Ortiz,Justin Lin,107,2009-04-02,1661,6.4,2009,Drama
0.58,85000000,363164265,Fast & Furious,Vin Diesel|Paul Walker|Jordana Brewster|Michelle Rodriguez|John Ortiz,Justin Lin,107,2009-04-02,1661,6.4,2009,Thriller
0.58,20000000,17436509,Capitalism: A Love Story,Michael Moore|Thora Birch|William Black|Elijah Cummings|Baron Hill,Michael Moore,120,2009-09-06,78,6.9,2009,Documentary
0.57,15000000,39421467,Halloween II,Scout Taylor-Compton|Sheri Moon Zombie|Tyler Mane|Chase Wright Vanek|Brad Dourif,Rob Zombie,105,2009-08-28,131,5.2,2009,Horror
0.55,35000000,155545279,Hannah Montana: The Movie,Miley Cyrus|Billy Ray Cyrus|Emily Osment|Jason Earles|Taylor Swift,Peter Chelsom,102,2009-04-10,247,5.8,2009,Comedy
0.55,35000000,155545279,Hannah Montana: The Movie,Miley Cyrus|Billy Ray Cyrus|Emily Osment|Jason Earles|Taylor Swift,Peter Chelsom,102,2009-04-10,247,5.8,2009,Drama
0.55,35000000,155545279,Hannah Montana: The Movie,Miley Cyrus|Billy Ray Cyrus|Emily Osment|Jason Earles|Taylor Swift,Peter Chelsom,102,2009-04-10,247,5.8,2009,Family
0.55,35000000,155545279,Hannah Montana: The Movie,Miley Cyrus|Billy Ray Cyrus|Emily Osment|Jason Earles|Taylor Swift,Peter Chelsom,102,2009-04-10,247,5.8,2009,Music
0.55,35000000,155545279,Hannah Montana: The Movie,Miley Cyrus|Billy Ray Cyrus|Emily Osment|Jason Earles|Taylor Swift,Peter Chelsom,102,2009-04-10,247,5.8,2009,Romance
0.54,15000000,8786375,Banlieue 13 - Ultimatum,Cyril Raffaelli|David Belle|Philippe Torreton|Daniel Duval|Elodie Yung,Patrick Alessandrin,101,2009-02-18,193,5.9,2009,Action
0.54,15000000,8786375,Banlieue 13 - Ultimatum,Cyril Raffaelli|David Belle|Philippe Torreton|Daniel Duval|Elodie Yung,Patrick Alessandrin,101,2009-02-18,193,5.9,2009,Thriller
0.54,15000000,8786375,Banlieue 13 - Ultimatum,Cyril Raffaelli|David Belle|Philippe Torreton|Daniel Duval|Elodie Yung,Patrick Alessandrin,101,2009-02-18,193,5.9,2009,Crime
0.54,45000000,57881056,Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,John Schultz,86,2009-07-31,146,5.1,2009,Adventure
0.54,45000000,57881056,Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,John Schultz,86,2009-07-31,146,5.1,2009,Comedy
0.54,45000000,57881056,Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,John Schultz,86,2009-07-31,146,5.1,2009,Family
0.54,45000000,57881056,Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,John Schultz,86,2009-07-31,146,5.1,2009,Fantasy
0.54,45000000,57881056,Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,John Schultz,86,2009-07-31,146,5.1,2009,Science Fiction
0.54,3400000,9444018,The Collector,Josh Stewart|Michael Reilly Burke|Andrea Roth|Juan FernÃ¡ndez|Madeline Zima,Marcus Dunstan,88,2009-07-09,172,6.2,2009,Horror
0.54,3400000,9444018,The Collector,Josh Stewart|Michael Reilly Burke|Andrea Roth|Juan FernÃ¡ndez|Madeline Zima,Marcus Dunstan,88,2009-07-09,172,6.2,2009,Thriller
0.53,3000000,18097,Women in Trouble,Carla Gugino|Adrianne Palicki|Connie Britton|Marley Shelton|Garcelle Beauvais,Sebastian Gutierrez,92,2009-11-13,11,4.5,2009,Comedy
0.53,3000000,18097,Women in Trouble,Carla Gugino|Adrianne Palicki|Connie Britton|Marley Shelton|Garcelle Beauvais,Sebastian Gutierrez,92,2009-11-13,11,4.5,2009,Drama
0.53,10000000,42333295,The Fourth Kind,Milla Jovovich|Will Patton|Hakeem Kae-Kazim|Corey Johnson|Enzo Cilenti,Olatunde Osunsanmi,98,2009-11-06,244,5.6,2009,Science Fiction
0.53,10000000,42333295,The Fourth Kind,Milla Jovovich|Will Patton|Hakeem Kae-Kazim|Corey Johnson|Enzo Cilenti,Olatunde Osunsanmi,98,2009-11-06,244,5.6,2009,Thriller
0.52,15000000,5024782,Solitary Man,Michael Douglas|Jesse Eisenberg|Susan Sarandon|Mary-Louise Parker|Jenna Fischer,Brian Koppelman|David Levien,90,2009-09-07,42,5.7,2009,Comedy
0.52,15000000,5024782,Solitary Man,Michael Douglas|Jesse Eisenberg|Susan Sarandon|Mary-Louise Parker|Jenna Fischer,Brian Koppelman|David Levien,90,2009-09-07,42,5.7,2009,Drama
0.52,15000000,5024782,Solitary Man,Michael Douglas|Jesse Eisenberg|Susan Sarandon|Mary-Louise Parker|Jenna Fischer,Brian Koppelman|David Levien,90,2009-09-07,42,5.7,2009,Romance
0.51,800000,867714,The Disappearance of Alice Creed,Gemma Arterton|Martin Compston|Eddie Marsan,J Blakeson,100,2009-09-12,74,6.3,2009,Crime
0.51,800000,867714,The Disappearance of Alice Creed,Gemma Arterton|Martin Compston|Eddie Marsan,J Blakeson,100,2009-09-12,74,6.3,2009,Drama
0.51,800000,867714,The Disappearance of Alice Creed,Gemma Arterton|Martin Compston|Eddie Marsan,J Blakeson,100,2009-09-12,74,6.3,2009,Thriller
0.51,78146652,60000000,Duplicity,Clive Owen|Julia Roberts|Paul Giamatti|Tom Wilkinson|Lisa Roberts Gillan,Tony Gilroy,125,2009-03-19,124,5.5,2009,Thriller
0.49,8500000,4440055,Bright Star,Abbie Cornish|Ben Whishaw|Paul Schneider|Kerry Fox|Edie Martin,Jane Campion,119,2009-11-05,65,6.3,2009,Drama
0.49,8500000,4440055,Bright Star,Abbie Cornish|Ben Whishaw|Paul Schneider|Kerry Fox|Edie Martin,Jane Campion,119,2009-11-05,65,6.3,2009,Romance
0.48,9500000,17164377,Adventureland,Jesse Eisenberg|Kristen Stewart|Martin Starr|Kristen Wiig|Bill Hader,Greg Mottola,107,2009-04-03,400,6.3,2009,Comedy
0.48,8000000,10848783,Extract,Jason Bateman|Mila Kunis|Kristen Wiig|Ben Affleck|J.K. Simmons,Mike Judge,92,2009-09-03,94,5.8,2009,Comedy
0.48,3500000,44462,Defendor,Woody Harrelson|Kat Dennings|Elias Koteas|Sandra Oh|Clark Johnson,Peter Stebbings,101,2009-09-12,85,6.3,2009,Drama
0.48,3500000,44462,Defendor,Woody Harrelson|Kat Dennings|Elias Koteas|Sandra Oh|Clark Johnson,Peter Stebbings,101,2009-09-12,85,6.3,2009,Action
0.48,3500000,44462,Defendor,Woody Harrelson|Kat Dennings|Elias Koteas|Sandra Oh|Clark Johnson,Peter Stebbings,101,2009-09-12,85,6.3,2009,Comedy
0.48,3500000,44462,Defendor,Woody Harrelson|Kat Dennings|Elias Koteas|Sandra Oh|Clark Johnson,Peter Stebbings,101,2009-09-12,85,6.3,2009,Crime
0.47,80000000,53825515,Nine,Judi Dench|Daniel Day-Lewis|Marion Cotillard|PenÃ©lope Cruz|Sophia Loren,Rob Marshall,112,2009-12-03,95,5.0,2009,Drama
0.47,80000000,53825515,Nine,Judi Dench|Daniel Day-Lewis|Marion Cotillard|PenÃ©lope Cruz|Sophia Loren,Rob Marshall,112,2009-12-03,95,5.0,2009,Music
0.47,80000000,53825515,Nine,Judi Dench|Daniel Day-Lewis|Marion Cotillard|PenÃ©lope Cruz|Sophia Loren,Rob Marshall,112,2009-12-03,95,5.0,2009,Romance
0.47,6500000,1521261,The Messenger,Ben Foster|Woody Harrelson|Jena Malone|Eamonn Walker|Samantha Morton,Oren Moverman,113,2009-11-13,61,6.9,2009,Drama
0.47,6500000,1521261,The Messenger,Ben Foster|Woody Harrelson|Jena Malone|Eamonn Walker|Samantha Morton,Oren Moverman,113,2009-11-13,61,6.9,2009,History
0.46,17000000,14899417,Away We Go,John Krasinski|Maya Rudolph|Carmen Ejogo|Catherine O'Hara|Jeff Daniels,Sam Mendes,98,2009-06-05,103,6.6,2009,Drama
0.46,17000000,14899417,Away We Go,John Krasinski|Maya Rudolph|Carmen Ejogo|Catherine O'Hara|Jeff Daniels,Sam Mendes,98,2009-06-05,103,6.6,2009,Comedy
0.46,17000000,14899417,Away We Go,John Krasinski|Maya Rudolph|Carmen Ejogo|Catherine O'Hara|Jeff Daniels,Sam Mendes,98,2009-06-05,103,6.6,2009,Romance
0.46,17000000,20455276,My Life in Ruins,Nia Vardalos|Richard Dreyfuss|Alexis Georgoulis|Alistair McGowan|Harland Williams,Donald Petrie,95,2009-02-06,56,5.7,2009,Comedy
0.46,17000000,20455276,My Life in Ruins,Nia Vardalos|Richard Dreyfuss|Alexis Georgoulis|Alistair McGowan|Harland Williams,Donald Petrie,95,2009-02-06,56,5.7,2009,Romance
0.46,30000000,95714875,My Sister's Keeper,Cameron Diaz|Alec Baldwin|Abigail Breslin|Joan Cusack|Sofia Vassilieva,Nick Cassavetes,109,2009-06-26,354,7.0,2009,Drama
0.45,60000000,31720158,The Soloist,Robert Downey Jr.|Jamie Foxx|Catherine Keener|Nelsan Ellis|Michael Bunin,Joe Wright,109,2009-04-24,133,6.5,2009,Drama
0.44,19000000,91379051,Friday the 13th,Derek Mears|Jared Padalecki|Danielle Panabaker|Amanda Righetti|Travis Van Winkle,Marcus Nispel,97,2009-02-11,275,5.6,2009,Horror
0.44,25000000,1037335,Crossing Over,Harrison Ford|Ray Liotta|Ashley Judd|Jim Sturgess|Cliff Curtis,Wayne Kramer,113,2009-02-27,49,5.8,2009,Drama
0.43,7300000,10329747,Harry Brown,Michael Caine|Emily Mortimer|Iain Glen|Lee Oakes|Liam Cunningham,Daniel Barber,103,2009-11-11,172,6.6,2009,Thriller
0.43,7300000,10329747,Harry Brown,Michael Caine|Emily Mortimer|Iain Glen|Lee Oakes|Liam Cunningham,Daniel Barber,103,2009-11-11,172,6.6,2009,Crime
0.43,7300000,10329747,Harry Brown,Michael Caine|Emily Mortimer|Iain Glen|Lee Oakes|Liam Cunningham,Daniel Barber,103,2009-11-11,172,6.6,2009,Drama
0.43,7300000,10329747,Harry Brown,Michael Caine|Emily Mortimer|Iain Glen|Lee Oakes|Liam Cunningham,Daniel Barber,103,2009-11-11,172,6.6,2009,Action
0.43,80000000,122444772,Surrogates,Bruce Willis|Radha Mitchell|Rosamund Pike|James Cromwell|Ving Rhames,Jonathan Mostow,89,2009-09-24,755,5.7,2009,Action
0.43,80000000,122444772,Surrogates,Bruce Willis|Radha Mitchell|Rosamund Pike|James Cromwell|Ving Rhames,Jonathan Mostow,89,2009-09-24,755,5.7,2009,Science Fiction
0.43,80000000,122444772,Surrogates,Bruce Willis|Radha Mitchell|Rosamund Pike|James Cromwell|Ving Rhames,Jonathan Mostow,89,2009-09-24,755,5.7,2009,Thriller
0.43,50000000,12764201,Street Fighter: The Legend of Chun-Li,Kristin Kreuk|Chris Klein|Neal McDonough|Michael Clarke Duncan|Moon Bloodgood,Andrzej Bartkowiak,97,2009-02-27,71,4.1,2009,Action
0.43,50000000,12764201,Street Fighter: The Legend of Chun-Li,Kristin Kreuk|Chris Klein|Neal McDonough|Michael Clarke Duncan|Moon Bloodgood,Andrzej Bartkowiak,97,2009-02-27,71,4.1,2009,Adventure
0.43,50000000,12764201,Street Fighter: The Legend of Chun-Li,Kristin Kreuk|Chris Klein|Neal McDonough|Michael Clarke Duncan|Moon Bloodgood,Andrzej Bartkowiak,97,2009-02-27,71,4.1,2009,Science Fiction
0.43,50000000,12764201,Street Fighter: The Legend of Chun-Li,Kristin Kreuk|Chris Klein|Neal McDonough|Michael Clarke Duncan|Moon Bloodgood,Andrzej Bartkowiak,97,2009-02-27,71,4.1,2009,Thriller
0.42,35000000,73034460,Hotel for Dogs,Emma Roberts|Jake T. Austin|Don Cheadle|Johnny Simmons|Kyla Pratt,Thor Freudenthal,100,2009-01-16,108,5.6,2009,Comedy
0.42,35000000,73034460,Hotel for Dogs,Emma Roberts|Jake T. Austin|Don Cheadle|Johnny Simmons|Kyla Pratt,Thor Freudenthal,100,2009-01-16,108,5.6,2009,Family
0.42,20000000,73830340,Obsessed,BeyoncÃ© Knowles|Idris Elba|Ali Larter|Jerry O'Connell|Bonnie Perlman,Steve Shill,108,2009-04-24,67,5.5,2009,Drama
0.42,20000000,73830340,Obsessed,BeyoncÃ© Knowles|Idris Elba|Ali Larter|Jerry O'Connell|Bonnie Perlman,Steve Shill,108,2009-04-24,67,5.5,2009,Thriller
0.41,15000000,113221,Tetro,Vincent Gallo|Maribel VerdÃº|Klaus Maria Brandauer|Alden Ehrenreich|Silvia PÃ©rez,Francis Ford Coppola,127,2009-06-11,19,6.7,2009,Drama
0.41,15000000,113221,Tetro,Vincent Gallo|Maribel VerdÃº|Klaus Maria Brandauer|Alden Ehrenreich|Silvia PÃ©rez,Francis Ford Coppola,127,2009-06-11,19,6.7,2009,Mystery
0.41,15000000,16633035,Whip It,Ellen Page|Landon Pigg|Drew Barrymore|Sarah Habel|Shannon Eagen,Drew Barrymore,111,2009-09-13,214,6.6,2009,Drama
0.4,45000000,7810000,Solomon Kane,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,Michael J. Bassett,104,2009-09-16,230,5.5,2009,Adventure
0.4,45000000,7810000,Solomon Kane,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,Michael J. Bassett,104,2009-09-16,230,5.5,2009,Fantasy
0.4,45000000,7810000,Solomon Kane,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,Michael J. Bassett,104,2009-09-16,230,5.5,2009,Action
0.4,45000000,7810000,Solomon Kane,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,Michael J. Bassett,104,2009-09-16,230,5.5,2009,Science Fiction
0.39,4000000,143191,Survival of the Dead,Alan van Sprang|Kenneth Welsh|Kathleen Munroe|Devon Bostick|Richard Fitzpatrick,George A. Romero,90,2009-09-09,35,4.6,2009,Horror
0.39,4000000,143191,Survival of the Dead,Alan van Sprang|Kenneth Welsh|Kathleen Munroe|Devon Bostick|Richard Fitzpatrick,George A. Romero,90,2009-09-09,35,4.6,2009,Science Fiction
0.39,150000000,341131793,X-Men Origins: Wolverine,Hugh Jackman|Liev Schreiber|Danny Huston|Lynn Collins|Ryan Reynolds,Gavin Hood,107,2009-04-28,2784,6.2,2009,Adventure
0.39,150000000,341131793,X-Men Origins: Wolverine,Hugh Jackman|Liev Schreiber|Danny Huston|Lynn Collins|Ryan Reynolds,Gavin Hood,107,2009-04-28,2784,6.2,2009,Action
0.39,150000000,341131793,X-Men Origins: Wolverine,Hugh Jackman|Liev Schreiber|Danny Huston|Lynn Collins|Ryan Reynolds,Gavin Hood,107,2009-04-28,2784,6.2,2009,Thriller
0.39,150000000,341131793,X-Men Origins: Wolverine,Hugh Jackman|Liev Schreiber|Danny Huston|Lynn Collins|Ryan Reynolds,Gavin Hood,107,2009-04-28,2784,6.2,2009,Science Fiction
0.39,4000000,4100000,S. Darko,Daveigh Chase|Elizabeth Berkley|Briana Evigan|James Lafferty|Ed Westwick,Chris Fisher,103,2009-04-28,63,3.8,2009,Thriller
0.39,4000000,4100000,S. Darko,Daveigh Chase|Elizabeth Berkley|Briana Evigan|James Lafferty|Ed Westwick,Chris Fisher,103,2009-04-28,63,3.8,2009,Crime
0.39,4000000,4100000,S. Darko,Daveigh Chase|Elizabeth Berkley|Briana Evigan|James Lafferty|Ed Westwick,Chris Fisher,103,2009-04-28,63,3.8,2009,Science Fiction
0.39,4000000,4100000,S. Darko,Daveigh Chase|Elizabeth Berkley|Briana Evigan|James Lafferty|Ed Westwick,Chris Fisher,103,2009-04-28,63,3.8,2009,Mystery
0.38,2900000,296557,Black Dynamite,Michael Jai White|Arsenio Hall|Tommy Davidson|Kevin Chapman|Richard Edson,Scott Sanders,90,2009-10-16,102,7.4,2009,Action
0.38,2900000,296557,Black Dynamite,Michael Jai White|Arsenio Hall|Tommy Davidson|Kevin Chapman|Richard Edson,Scott Sanders,90,2009-10-16,102,7.4,2009,Comedy
0.38,6000000,6670712,City Island,Andy GarcÃ­a|Julianna Margulies|Steven Strait|Dominik GarcÃ­a-Lorido|Ezra Miller,Raymond De Felitta,104,2009-03-06,51,6.3,2009,Drama
0.38,6000000,6670712,City Island,Andy GarcÃ­a|Julianna Margulies|Steven Strait|Dominik GarcÃ­a-Lorido|Ezra Miller,Raymond De Felitta,104,2009-03-06,51,6.3,2009,Comedy
0.37,40000000,19258519,Amelia,Hilary Swank|Richard Gere|Aaron Abrams|Ewan McGregor|Christopher Eccleston,Mira Nair,111,2009-10-22,41,5.3,2009,Drama
0.37,40000000,19258519,Amelia,Hilary Swank|Richard Gere|Aaron Abrams|Ewan McGregor|Christopher Eccleston,Mira Nair,111,2009-10-22,41,5.3,2009,Adventure
0.37,40000000,19258519,Amelia,Hilary Swank|Richard Gere|Aaron Abrams|Ewan McGregor|Christopher Eccleston,Mira Nair,111,2009-10-22,41,5.3,2009,Romance
0.36,25000000,4388563,Beyond a Reasonable Doubt,Michael Douglas|Jesse Metcalfe|Amber Tamblyn|Joel David Moore|Orlando Jones,Peter Hyams,105,2009-02-05,42,5.6,2009,Drama
0.35,8000000,29010817,New in Town,RenÃ©e Zellweger|Harry Connick Jr.|J.K. Simmons|Siobhan Fallon|Mike O'Brien,Jonas Elmer,97,2009-01-30,50,5.3,2009,Comedy
0.35,8000000,29010817,New in Town,RenÃ©e Zellweger|Harry Connick Jr.|J.K. Simmons|Siobhan Fallon|Mike O'Brien,Jonas Elmer,97,2009-01-30,50,5.3,2009,Romance
0.35,25000000,2336172,Me and Orson Welles,Zac Efron|Claire Danes|Christian McKay|Imogen Poots|Zoe Kazan,Richard Linklater,114,2009-11-25,24,6.4,2009,Comedy
0.35,25000000,2336172,Me and Orson Welles,Zac Efron|Claire Danes|Christian McKay|Imogen Poots|Zoe Kazan,Richard Linklater,114,2009-11-25,24,6.4,2009,Drama
0.35,25000000,2336172,Me and Orson Welles,Zac Efron|Claire Danes|Christian McKay|Imogen Poots|Zoe Kazan,Richard Linklater,114,2009-11-25,24,6.4,2009,Romance
0.35,40000000,28972508,Shorts,Jimmy Bennett|Kat Dennings|Jolie Vanier|William H. Macy|James Spader,Robert Rodriguez,89,2009-08-21,20,4.8,2009,Comedy
